cuisine,mismatch,direction
Halal,0.19895078597339783,-0.03349250302297461
French,0.22899972610243768,0.03929690495754588
Greek,0.22901627988748244,-0.017253410689170183
Korean,0.2343488481429243,-0.008543394452280207
Mediterranean,0.23885802118315683,-0.0008630328080599321
