cuisine,mismatch,direction
Halal,0.19895078597339783,-0.03349250302297461
Vegan,0.21599861932938857,-0.01849855358316897
Cafes,0.2243887024710495,-0.01025360627336555
Vegetarian,0.22842386134623135,-0.006202337767029425
French,0.22899972610243768,0.03929690495754588
