cuisine,mismatch,direction
Fast Food,0.36572630937880635,-0.10691235427179398
Burgers,0.30623568032443016,-0.014270920151027829
Chinese,0.2953921176661791,-0.02193575491630099
Pizza,0.28365923924340053,-0.014742465183953439
Italian,0.27845835177413203,-0.001125593285005723
